Client_No,Branch,Gender,D.O.B,Segment,Nationality,JoinDate,Last_transn
1024,AGENCE DE MADAGASCAR       ,M,1/1/1994,RETAIL                        ,RW,3/18/2019,7/15/2019
1025,AGENCE DE MADAGASCAR       ,C,1/1/1900,RETAIL                        ,RW,7/18/2018,7/15/2019
1026,AGENCE DE MADAGASCAR       ,F,6/20/1983,RETAIL                        ,BI,8/24/2018,7/1/2019
1027,AGENCE DE MADAGASCAR       ,F,8/22/1988,RETAIL                        ,RW,10/8/2012,3/30/2017
1028,AGENCE DE MADAGASCAR       ,F,12/21/1992,RETAIL                        ,RW,11/7/2014,7/12/2019
1029,AGENCE DE MADAGASCAR       ,M,1/5/1964,RETAIL                        ,RW,4/10/2013,6/7/2018
1030,AGENCE DE MADAGASCAR       ,M,11/30/1993,RETAIL                        ,RW,10/25/2017,7/3/2019
1031,AGENCE DE MADAGASCAR       ,M,1/1/1974,RETAIL                        ,RW,6/28/2012,2/9/2017
1032,AGENCE DE MADAGASCAR       ,M,1/28/1995,RETAIL                        ,RW,9/6/2018,7/15/2019
1033,AGENCE DE MADAGASCAR       ,F,12/20/1982,RETAIL                        ,RW,11/2/2012,12/1/2015
1034,AGENCE DE MADAGASCAR       ,M,1/1/1986,RETAIL                        ,RW,5/24/2019,7/10/2019
1035,AGENCE DE MADAGASCAR       ,M,1/1/1987,RETAIL                        ,RW,11/9/2017,5/21/2018
1036,AGENCE DE MADAGASCAR       ,F,1/1/1996,RETAIL                        ,RW,8/29/2018,7/10/2019
1037,AGENCE DE MADAGASCAR       ,M,1/1/1994,RETAIL                        ,RW,7/12/2018,4/10/2019
1038,AGENCE DE MADAGASCAR       ,M,3/7/1993,RETAIL                        ,RW,9/20/2018,12/17/2018
1039,AGENCE DE MADAGASCAR       ,F,1/1/1983,RETAIL                        ,RW,9/24/2013,1/5/2016
1040,AGENCE DE MADAGASCAR       ,M,4/26/1983,RETAIL                        ,BE,5/21/2019,7/1/2019
1041,AGENCE DE MADAGASCAR       ,M,1/1/1997,RETAIL                        ,RW,6/13/2018,1/1/1900
1042,AGENCE DE MADAGASCAR       ,M,4/4/1994,RETAIL                        ,RW,9/26/2016,2/8/2017
1043,AGENCE DE MADAGASCAR       ,F,2/18/1984,RETAIL                        ,RW,10/4/2016,7/15/2019
1044,AGENCE DE MADAGASCAR       ,M,1/1/1989,RETAIL                        ,RW,8/5/2016,6/25/2019
1045,AGENCE DE MADAGASCAR       ,M,1/1/1978,RETAIL                        ,RW,8/5/2016,4/17/2018
1046,AGENCE DE MADAGASCAR       ,M,1/1/1985,RETAIL                        ,RW,11/6/2014,10/10/2016
1047,AGENCE DE MADAGASCAR       ,F,1/1/1985,RETAIL                        ,RW,1/21/2013,1/31/2017
1048,AGENCE DE MADAGASCAR       ,M,1/1/1992,RETAIL                        ,RW,11/5/2012,12/1/2015
1049,AGENCE DE MADAGASCAR       ,M,11/25/1994,RETAIL                        ,RW,3/11/2019,7/9/2019
1050,AGENCE DE MADAGASCAR       ,M,6/27/1989,RETAIL                        ,RW,9/2/2013,7/15/2019
1051,AGENCE DE MADAGASCAR       ,F,1/1/1978,RETAIL                        ,RW,8/1/2016,11/22/2018
1052,AGENCE DE MADAGASCAR       ,F,1/1/1984,RETAIL                        ,RW,11/5/2018,1/29/2019
1053,AGENCE DE MADAGASCAR       ,F,1/1/1940,RETAIL                        ,RW,1/30/2018,11/30/2018
1054,AGENCE DE MADAGASCAR       ,M,4/10/1988,RETAIL                        ,RW,8/14/2014,11/27/2015
1055,AGENCE DE MADAGASCAR       ,M,3/3/1961,RETAIL                        ,ET,11/25/2016,1/30/2017
1056,AGENCE DE MADAGASCAR       ,F,5/2/1987,RETAIL                        ,RW,9/11/2012,7/12/2019
1057,AGENCE DE MADAGASCAR       ,F,2/6/1993,RETAIL                        ,RW,11/23/2017,1/22/2018
1058,AGENCE DE MADAGASCAR       ,M,8/24/1995,RETAIL                        ,RW,12/20/2016,5/2/2019
1059,AGENCE DE MADAGASCAR       ,M,1/1/1996,RETAIL                        ,RW,11/2/2017,12/29/2017
1060,AGENCE DE MADAGASCAR       ,M,10/15/1982,RETAIL                        ,RW,10/30/2014,1/1/1900
1061,AGENCE DE MADAGASCAR       ,F,2/11/1991,RETAIL                        ,RW,10/8/2014,7/9/2019
1062,AGENCE DE MADAGASCAR       ,M,6/12/1991,RETAIL                        ,RW,1/11/2019,7/8/2019
1063,AGENCE DE MADAGASCAR       ,F,5/24/1979,RETAIL                        ,GB,10/27/2014,7/10/2015
1064,AGENCE DE MADAGASCAR       ,M,1/1/1959,RETAIL                        ,RW,10/31/2017,1/10/2018
1065,AGENCE DE MADAGASCAR       ,F,10/6/1982,RETAIL                        ,RW,11/1/2012,6/30/2017
1066,AGENCE DE MADAGASCAR       ,F,9/17/1995,RETAIL                        ,RW,9/24/2018,4/24/2019
1067,AGENCE DE MADAGASCAR       ,M,7/14/1984,RETAIL                        ,RW,9/20/2012,10/10/2016
1068,AGENCE DE MADAGASCAR       ,F,1/20/1987,RETAIL                        ,RW,9/11/2012,7/8/2019
1069,AGENCE DE MADAGASCAR       ,C,1/1/1900,RETAIL                        ,RW,7/31/2015,7/10/2019
1070,AGENCE DE MADAGASCAR       ,F,7/22/1985,RETAIL                        ,RW,12/29/2017,4/15/2019
1071,AGENCE DE MADAGASCAR       ,C,1/1/1900,RETAIL                        ,RW,3/1/2018,7/5/2018
1072,AGENCE DE MADAGASCAR       ,M,1/1/1978,RETAIL                        ,RW,8/23/2012,9/27/2013
1073,AGENCE DE MADAGASCAR       ,M,6/23/1989,RETAIL                        ,RW,1/3/2013,9/27/2013
1074,AGENCE DE MADAGASCAR       ,F,1/1/1990,RETAIL                        ,KE,10/21/2015,11/28/2017
1075,AGENCE DE MADAGASCAR       ,F,9/18/1992,RETAIL                        ,RW,3/5/2019,7/9/2019
1076,AGENCE DE MADAGASCAR       ,F,1/1/1977,RETAIL                        ,RW,1/31/2014,6/3/2014
1077,AGENCE DE MADAGASCAR       ,M,1/1/1997,RETAIL                        ,RW,11/5/2018,7/5/2019
1078,AGENCE DE MADAGASCAR       ,M,1/1/1982,RETAIL                        ,RW,10/9/2012,10/10/2016
1079,AGENCE DE MADAGASCAR       ,F,1/1/1982,RETAIL                        ,RW,3/17/2016,6/10/2019
1080,AGENCE DE MADAGASCAR       ,M,9/18/1961,RETAIL                        ,US,2/2/2015,10/14/2015
1081,AGENCE DE MADAGASCAR       ,F,10/3/1994,RETAIL                        ,RW,10/23/2017,8/7/2018
1082,AGENCE DE MADAGASCAR       ,F,1/1/1988,RETAIL                        ,RW,6/20/2018,8/27/2018
1083,AGENCE DE MADAGASCAR       ,M,4/30/1994,RETAIL                        ,RW,10/19/2018,12/24/2018
1084,AGENCE DE MADAGASCAR       ,M,1/2/1981,RETAIL                        ,RW,7/18/2013,6/30/2017
1085,AGENCE DE MADAGASCAR       ,F,1/8/1996,RETAIL                        ,RW,4/16/2018,5/17/2019
1086,AGENCE DE MADAGASCAR       ,F,7/20/1992,RETAIL                        ,RW,3/24/2017,7/15/2019
1087,AGENCE DE MADAGASCAR       ,M,10/10/1997,RETAIL                        ,RW,9/26/2017,7/15/2019
1088,AGENCE DE MADAGASCAR       ,M,1/1/1990,RETAIL                        ,RW,9/10/2015,1/1/1900
1089,AGENCE DE MADAGASCAR       ,F,9/8/1988,RETAIL                        ,RW,12/2/2013,10/10/2016
1090,AGENCE DE MADAGASCAR       ,F,2/16/1992,RETAIL                        ,RW,1/20/2014,11/27/2015
1091,AGENCE DE MADAGASCAR       ,M,3/25/1972,RETAIL                        ,RW,4/14/2015,10/8/2018
1092,AGENCE DE MADAGASCAR       ,M,1/1/1993,RETAIL                        ,RW,2/27/2019,7/12/2019
1093,AGENCE DE MADAGASCAR       ,M,5/23/1974,RETAIL                        ,IN,9/6/2017,7/12/2019
1094,AGENCE DE MADAGASCAR       ,M,1/1/1994,RETAIL                        ,RW,10/24/2017,7/1/2019
1095,AGENCE DE MADAGASCAR       ,F,8/30/1985,RETAIL                        ,RW,4/17/2013,1/24/2014
1096,AGENCE DE MADAGASCAR       ,C,1/1/1900,RETAIL                        ,RW,10/1/2013,11/27/2015
1097,AGENCE DE MADAGASCAR       ,M,11/2/1960,RETAIL                        ,TR,1/25/2017,1/30/2017
1098,AGENCE DE MADAGASCAR       ,C,1/1/1900,SMEs-Small& medium enterp-CORP,RW,8/30/2017,3/6/2019
1099,AGENCE DE MADAGASCAR       ,F,11/11/1992,RETAIL                        ,UG,8/9/2016,3/6/2019
1100,AGENCE DE MADAGASCAR       ,M,4/24/1954,RETAIL                        ,RW,4/23/2019,4/23/2019
1101,AGENCE DE MADAGASCAR       ,M,5/5/1986,RETAIL                        ,RW,10/24/2012,11/26/2014
1102,AGENCE DE MADAGASCAR       ,M,12/28/1983,RETAIL                        ,UG,10/29/2014,12/31/2015
1103,AGENCE DE MADAGASCAR       ,M,5/4/1992,RETAIL                        ,RW,11/19/2018,7/15/2019
1104,AGENCE DE MADAGASCAR       ,F,12/26/1985,RETAIL                        ,RW,8/21/2012,1/21/2016
1105,AGENCE DE MADAGASCAR       ,M,6/16/1990,RETAIL                        ,RW,11/23/2015,3/30/2017
1106,AGENCE DE MADAGASCAR       ,M,1/1/1988,RETAIL                        ,RW,7/9/2012,1/21/2016
1107,AGENCE DE MADAGASCAR       ,M,1/1/1985,RETAIL                        ,RW,2/2/2016,7/15/2019
1108,AGENCE DE MADAGASCAR       ,M,8/3/1998,RETAIL                        ,RW,1/28/2019,2/22/2019
1109,AGENCE DE MADAGASCAR       ,M,1/2/1994,RETAIL                        ,RW,9/28/2017,2/25/2019
1110,AGENCE DE MADAGASCAR       ,M,3/7/1983,RETAIL                        ,RW,4/19/2017,1/1/1900
1111,AGENCE DE MADAGASCAR       ,F,4/6/1991,RETAIL                        ,RW,10/9/2018,7/3/2019
1112,AGENCE DE MADAGASCAR       ,C,1/1/1900,RETAIL                        ,RW,3/7/2018,10/26/2018
1113,AGENCE DE MADAGASCAR       ,F,1/1/1992,RETAIL                        ,RW,2/5/2016,1/1/1900
1114,AGENCE DE MADAGASCAR       ,M,9/10/1989,RETAIL                        ,RW,1/24/2018,3/16/2018
1115,AGENCE DE MADAGASCAR       ,M,4/5/1971,RETAIL                        ,KP,1/9/2014,7/15/2019
1116,AGENCE DE MADAGASCAR       ,F,11/7/1978,RETAIL                        ,RW,9/28/2016,10/16/2017
1117,AGENCE DE MADAGASCAR       ,M,8/29/1994,RETAIL                        ,RW,5/29/2014,9/28/2018
1118,AGENCE DE MADAGASCAR       ,M,4/20/1994,RETAIL                        ,RW,7/11/2016,7/11/2019
1119,AGENCE DE MADAGASCAR       ,C,1/1/1900,RETAIL                        ,RW,11/19/2013,1/2/2017
1120,AGENCE DE MADAGASCAR       ,F,9/27/1988,RETAIL                        ,RW,9/26/2017,12/20/2017
1121,AGENCE DE MADAGASCAR       ,F,9/16/1990,RETAIL                        ,RW,3/21/2019,1/1/1900
1122,AGENCE DE MADAGASCAR       ,M,1/1/1969,RETAIL                        ,RW,12/23/2013,6/30/2014
1123,AGENCE DE MADAGASCAR       ,M,1/2/1987,RETAIL                        ,RW,12/23/2013,7/10/2019
1124,AGENCE DE MADAGASCAR       ,F,1/1/1988,RETAIL                        ,RW,8/20/2018,7/3/2019
1125,AGENCE DE MADAGASCAR       ,M,8/14/1983,RETAIL                        ,RW,8/22/2014,9/5/2018
1126,AGENCE DE MADAGASCAR       ,M,1/1/1994,RETAIL                        ,RW,6/20/2018,1/1/1900
1127,AGENCE DE MADAGASCAR       ,M,9/11/1982,RETAIL                        ,RW,8/10/2012,4/29/2019
1128,AGENCE DE MADAGASCAR       ,F,2/13/1997,RETAIL                        ,RW,11/6/2017,7/15/2019
1129,AGENCE DE MADAGASCAR       ,M,1/1/1963,RETAIL                        ,RW,12/20/2017,12/28/2017
1130,AGENCE DE MADAGASCAR       ,F,5/20/1991,RETAIL                        ,RW,5/30/2017,5/30/2017
1131,AGENCE DE MADAGASCAR       ,M,7/5/1983,RETAIL                        ,RW,12/31/2013,7/2/2019
1132,AGENCE DE MADAGASCAR       ,C,1/1/1900,RETAIL                        ,RW,12/5/2016,4/5/2019
1133,AGENCE DE MADAGASCAR       ,F,3/8/1990,RETAIL                        ,IN,2/21/2017,3/18/2019
1134,AGENCE DE MADAGASCAR       ,M,7/7/1990,RETAIL                        ,RW,12/11/2012,2/6/2018
1135,AGENCE DE MADAGASCAR       ,M,4/4/1979,RETAIL                        ,RW,9/26/2013,1/5/2016
1136,AGENCE DE MADAGASCAR       ,F,9/23/1987,RETAIL                        ,RW,5/2/2013,7/11/2019
1137,AGENCE DE MADAGASCAR       ,C,1/1/1900,RETAIL                        ,RW,1/14/2015,5/28/2015
1138,AGENCE DE MADAGASCAR       ,M,10/20/1982,RETAIL                        ,RW,9/1/2016,7/3/2019
1139,AGENCE DE MADAGASCAR       ,M,12/20/1995,RETAIL                        ,RW,11/2/2017,1/1/1900
1140,AGENCE DE MADAGASCAR       ,F,5/27/1984,RETAIL                        ,RW,5/2/2019,5/2/2019
1141,AGENCE DE MADAGASCAR       ,F,2/8/1980,RETAIL                        ,RW,6/19/2012,1/21/2016
1142,AGENCE DE MADAGASCAR       ,M,1/15/1976,RETAIL                        ,RW,12/19/2017,1/4/2018
1143,AGENCE DE MADAGASCAR       ,M,10/5/1975,RETAIL                        ,RW,3/26/2015,5/12/2017
1144,AGENCE DE MADAGASCAR       ,M,1/1/1991,RETAIL                        ,RW,1/18/2019,7/1/2019
1145,AGENCE DE MADAGASCAR       ,M,1/1/1992,RETAIL                        ,RW,8/13/2015,3/16/2016
1146,AGENCE DE MADAGASCAR       ,M,8/8/1978,RETAIL                        ,RW,9/18/2013,1/5/2016
1147,AGENCE DE MADAGASCAR       ,M,1/1/1990,RETAIL                        ,RW,9/25/2012,11/27/2015
1148,AGENCE DE MADAGASCAR       ,F,4/27/1984,RETAIL                        ,RW,12/7/2012,11/27/2015
1149,AGENCE DE MADAGASCAR       ,M,12/21/1983,RETAIL                        ,RW,7/6/2012,2/26/2014
1150,AGENCE DE MADAGASCAR       ,F,12/5/1993,RETAIL                        ,RW,5/20/2016,7/15/2019
1151,AGENCE DE MADAGASCAR       ,C,1/1/1900,RETAIL                        ,RW,10/29/2015,7/3/2019
1152,AGENCE DE MADAGASCAR       ,M,12/12/1989,RETAIL                        ,RW,1/19/2018,7/1/2019
1153,AGENCE DE MADAGASCAR       ,M,1/1/1999,RETAIL                        ,RW,10/16/2018,1/22/2019
1154,AGENCE DE MADAGASCAR       ,M,1/1/1988,RETAIL                        ,RW,2/1/2016,1/1/1900
1155,AGENCE DE MADAGASCAR       ,M,5/19/1993,RETAIL                        ,RW,9/19/2014,7/15/2019
1156,AGENCE DE MADAGASCAR       ,M,5/10/1977,RETAIL                        ,RW,1/15/2019,7/9/2019
1157,AGENCE DE MADAGASCAR       ,F,11/24/1999,RETAIL                        ,IN,5/15/2019,5/15/2019
1158,AGENCE DE MADAGASCAR       ,M,1/1/1977,RETAIL                        ,RW,1/19/2016,4/12/2019
1159,AGENCE DE MADAGASCAR       ,C,1/1/1900,RETAIL                        ,RW,7/30/2015,1/3/2018
1160,AGENCE DE MADAGASCAR       ,M,1/1/1988,RETAIL                        ,RW,8/1/2016,11/23/2018
1161,AGENCE DE MADAGASCAR       ,F,1/1/1980,RETAIL                        ,RW,8/5/2013,2/26/2014
1162,AGENCE DE MADAGASCAR       ,M,6/15/1985,RETAIL                        ,RW,11/22/2017,12/10/2018
1163,AGENCE DE MADAGASCAR       ,M,1/1/1986,RETAIL                        ,RW,5/30/2018,1/1/1900
1164,AGENCE DE MADAGASCAR       ,M,4/1/1999,RETAIL                        ,RW,3/22/2019,7/15/2019
1165,AGENCE DE MADAGASCAR       ,F,6/25/1989,RETAIL                        ,RW,5/31/2016,7/11/2019
1166,AGENCE DE MADAGASCAR       ,M,9/4/1983,RETAIL                        ,RW,3/26/2019,7/15/2019
1167,AGENCE DE MADAGASCAR       ,M,1/1/1986,RETAIL                        ,RW,8/28/2015,10/31/2016
1168,AGENCE DE MADAGASCAR       ,M,5/24/1992,RETAIL                        ,RW,8/22/2013,7/15/2019
1169,AGENCE DE MADAGASCAR       ,M,1/1/1973,RETAIL                        ,RW,1/9/2019,7/15/2019
1170,AGENCE DE MADAGASCAR       ,F,11/26/1976,RETAIL                        ,RW,11/15/2013,6/30/2014
1171,AGENCE DE MADAGASCAR       ,M,1/1/1983,RETAIL                        ,RW,8/8/2017,7/9/2019
1172,AGENCE DE MADAGASCAR       ,M,10/18/1955,RETAIL                        ,SG,2/7/2018,7/9/2019
1173,AGENCE DE MADAGASCAR       ,F,8/20/1969,RETAIL                        ,CN,8/2/2016,10/10/2016
1174,AGENCE DE MADAGASCAR       ,M,1/1/1982,RETAIL                        ,RW,9/27/2018,7/3/2019
1175,AGENCE DE MADAGASCAR       ,C,1/1/1900,RETAIL                        ,RW,6/23/2014,3/2/2017
1176,AGENCE DE MADAGASCAR       ,F,1/11/1988,RETAIL                        ,RW,7/6/2012,1/21/2016
1177,AGENCE DE MADAGASCAR       ,M,3/13/1971,RETAIL                        ,RW,8/5/2016,11/22/2018
1178,AGENCE DE MADAGASCAR       ,F,1/9/1973,RETAIL                        ,RW,8/17/2012,1/21/2016
1179,AGENCE DE MADAGASCAR       ,M,8/6/1986,RETAIL                        ,RW,4/23/2014,7/1/2019
1180,AGENCE DE MADAGASCAR       ,F,9/14/1993,RETAIL                        ,RW,12/30/2014,7/3/2017
1181,AGENCE DE MADAGASCAR       ,F,1/1/1952,RETAIL                        ,RW,9/11/2017,12/28/2018
1182,AGENCE DE MADAGASCAR       ,M,11/30/1992,RETAIL                        ,KE,8/22/2017,7/3/2019
1183,AGENCE DE MADAGASCAR       ,F,1/1/1989,RETAIL                        ,RW,7/22/2014,7/3/2019
1184,AGENCE DE MADAGASCAR       ,F,1/25/1991,RETAIL                        ,RW,5/3/2019,1/1/1900
1185,AGENCE DE MADAGASCAR       ,C,1/1/1900,RETAIL                        ,RW,7/11/2013,3/30/2017
1186,AGENCE DE MADAGASCAR       ,C,1/1/1900,RETAIL                        ,RW,10/15/2018,7/15/2019
1187,AGENCE DE MADAGASCAR       ,M,10/19/1974,RETAIL                        ,RW,11/10/2014,7/2/2019
1188,AGENCE DE MADAGASCAR       ,M,1/1/1993,RETAIL                        ,RW,10/4/2017,12/10/2018
1189,AGENCE DE MADAGASCAR       ,F,7/14/1972,RETAIL                        ,RW,8/24/2018,5/13/2019
1190,AGENCE DE MADAGASCAR       ,F,5/25/1988,RETAIL                        ,RW,8/25/2017,7/12/2019
1191,AGENCE DE MADAGASCAR       ,M,8/15/1959,RETAIL                        ,KR,9/18/2014,9/29/2016
1192,AGENCE DE MADAGASCAR       ,M,5/25/1964,RETAIL                        ,IT,4/9/2019,4/9/2019
1193,AGENCE DE MADAGASCAR       ,C,1/1/1900,RETAIL                        ,RW,11/30/2018,11/30/2018
1194,AGENCE DE MADAGASCAR       ,F,6/10/1965,RETAIL                        ,RW,12/14/2012,7/9/2019
1195,AGENCE DE MADAGASCAR       ,M,10/29/1978,RETAIL                        ,RW,8/9/2016,12/31/2018
1196,AGENCE DE MADAGASCAR       ,M,1/23/1973,RETAIL                        ,BI,10/10/2017,1/31/2018
1197,AGENCE DE MADAGASCAR       ,M,1/1/1991,RETAIL                        ,RW,3/21/2019,1/1/1900
1198,AGENCE DE MADAGASCAR       ,M,7/4/1997,RETAIL                        ,RW,4/23/2019,6/28/2019
1199,AGENCE DE MADAGASCAR       ,M,11/15/1938,RETAIL                        ,RW,8/7/2014,7/20/2015
1200,AGENCE DE MADAGASCAR       ,M,11/16/1990,RETAIL                        ,RW,4/24/2019,1/1/1900
1201,AGENCE DE MADAGASCAR       ,M,3/13/1993,RETAIL                        ,RW,1/16/2018,11/15/2018
1202,AGENCE DE MADAGASCAR       ,F,1/1/1990,RETAIL                        ,RW,12/20/2012,10/10/2016
1203,AGENCE DE MADAGASCAR       ,M,1/6/1988,RETAIL                        ,RW,2/6/2015,12/31/2015
1204,AGENCE DE MADAGASCAR       ,F,1/1/1997,RETAIL                        ,RW,3/27/2019,7/9/2019
1205,AGENCE DE MADAGASCAR       ,M,1/1/1993,RETAIL                        ,RW,4/18/2018,7/9/2019
1206,AGENCE DE MADAGASCAR       ,M,12/5/1986,RETAIL                        ,RW,6/11/2014,7/5/2019
1207,AGENCE DE MADAGASCAR       ,M,1/1/1993,RETAIL                        ,RW,6/14/2018,1/1/1900
1208,AGENCE DE MADAGASCAR       ,C,1/1/1900,RETAIL                        ,RW,2/23/2018,3/29/2018
1209,AGENCE DE MADAGASCAR       ,M,12/23/1984,RETAIL                        ,RW,8/24/2016,7/2/2019
1210,AGENCE DE MADAGASCAR       ,M,1/1/1985,RETAIL                        ,RW,6/11/2014,6/6/2019
1211,AGENCE DE MADAGASCAR       ,M,1/1/1976,RETAIL                        ,RW,6/21/2018,7/8/2019
1212,AGENCE DE MADAGASCAR       ,M,1/1/1970,RETAIL                        ,RW,8/1/2016,5/7/2019
1213,AGENCE DE MADAGASCAR       ,F,1/1/1973,RETAIL                        ,RW,4/2/2018,5/16/2019
1214,AGENCE DE MADAGASCAR       ,M,3/20/1984,RETAIL                        ,BI,4/18/2019,1/1/1900
1215,AGENCE DE MADAGASCAR       ,M,1/1/1981,RETAIL                        ,RW,12/24/2012,4/9/2015
1216,AGENCE DE MADAGASCAR       ,M,5/11/1992,RETAIL                        ,RW,12/4/2012,7/1/2019
1217,AGENCE DE MADAGASCAR       ,M,3/20/1987,RETAIL                        ,RW,11/12/2012,7/15/2019
1218,AGENCE DE MADAGASCAR       ,M,11/25/2016,RETAIL                        ,RW,11/29/2017,6/25/2019
1219,AGENCE DE MADAGASCAR       ,M,10/1/1997,RETAIL                        ,RW,2/18/2014,6/30/2014
1220,AGENCE DE MADAGASCAR       ,M,11/27/1986,RETAIL                        ,RW,9/11/2012,7/15/2019
1221,AGENCE DE MADAGASCAR       ,F,6/30/1996,RETAIL                        ,RW,1/3/2019,3/29/2019
1222,AGENCE DE MADAGASCAR       ,F,1/1/1991,RETAIL                        ,RW,7/23/2015,9/1/2015
1223,AGENCE DE MADAGASCAR       ,F,1/1/1993,RETAIL                        ,RW,11/1/2017,7/3/2019
1224,AGENCE DE MADAGASCAR       ,M,7/9/1998,RETAIL                        ,RW,4/13/2017,7/15/2019
1225,AGENCE DE MADAGASCAR       ,M,1/1/1992,RETAIL                        ,RW,7/19/2018,8/22/2018
1226,AGENCE DE MADAGASCAR       ,C,1/1/1900,RETAIL                        ,RW,2/17/2014,7/15/2019
1227,AGENCE DE MADAGASCAR       ,M,6/12/1994,RETAIL                        ,RW,12/3/2018,6/28/2019
1228,AGENCE DE MADAGASCAR       ,F,1/1/1992,RETAIL                        ,RW,12/19/2018,7/1/2019
1229,AGENCE DE MADAGASCAR       ,M,12/15/1986,RETAIL                        ,RW,12/11/2013,7/12/2019
1230,AGENCE DE MADAGASCAR       ,M,1/1/1992,RETAIL                        ,RW,9/9/2013,11/27/2015
1231,AGENCE DE MADAGASCAR       ,F,1/1/1992,RETAIL                        ,RW,6/13/2018,9/10/2018
1232,AGENCE DE MADAGASCAR       ,M,5/14/1995,RETAIL                        ,RW,8/8/2018,6/5/2019
1233,AGENCE DE MADAGASCAR       ,M,1/11/1991,RETAIL                        ,RW,3/12/2018,4/17/2018
